N,P,K,temperature,humidity,ph,rainfall,label
27.761705739460233,10.570062322224322,32.0709195615802,27.492846084817778,94.26661474202349,6.16,132.91222633487249,coconut
102.35983508486895,68.84249858926148,29.545763661432566,28.313759776433766,66.76398141219978,6.5,107.10291097442978,cotton
26.357499381187793,9.034351666487623,30.31151367562677,26.970852272917533,91.36085505609661,5.99,162.99577089910434,coconut
80.96602006056911,50.722185783755265,32.349808130762945,32.271311968819276,70.0143371741316,7.37,91.51677606749686,sugarcane
92.31829312436076,54.19411544285845,37.279317742384826,28.79517161360988,90.85811989373497,6.87,214.6407375228089,jute
18.444366444140655,142.8669236892651,209.80219567469834,31.666873706295355,77.95936967671541,5.74,64.35331752131876,grapes
17.967707564349553,139.0812106539566,208.98990863478323,34.95100655441572,78.75241132496915,6.1,77.12535307048162,grapes
16.41629402771529,132.00657286616433,201.53844277199286,32.823754378396565,84.74242525521737,5.94,61.20893845970541,grapes
114.90301591331126,15.200939621096632,28.896809833107284,25.930643455297048,73.76258903972837,6.38,142.43720260536347,coffee
15.400397378802815,12.658717289076755,28.576832845835437,25.932027070340556,94.48406987262379,6.37,191.79639754319393,coconut
121.76311398282769,67.62074202335859,23.865286278717626,22.54732706924986,65.10605265921072,6.84,70.98174642972845,cotton
16.811075290634797,11.259790437688121,33.629815045152654,25.93589304494245,96.40498925130252,6.47,145.03315799737305,coconut
63.20934982646569,50.73534168710764,43.20793653979323,27.859028935268853,77.24077804336105,5.8,257.5576346620295,rice
86.04677191597202,46.30632084637926,29.75284901848744,33.23801749920538,72.06293521756722,7.39,135.65510168268148,sugarcane
119.88422072165274,69.21401240071448,27.251377262562936,24.75239181037008,77.73597161584937,6.54,105.21216457037826,cotton
60.43983314633922,39.10656890206422,53.0003728369621,26.991120620500123,86.94826204340616,6.2,233.20293396370045,rice
95.94216754108317,53.1928717897877,35.18394103233259,20.811772342928258,88.27003538216111,5.01,192.8646441133999,rice
23.018054451582522,142.83331765455773,199.65076814933346,34.10474229858897,77.93676413358436,5.92,75.73913620958083,grapes
24.99644515497178,129.6891584574958,204.1960846482407,20.279827786310037,92.5323055938354,6.37,106.40384548416907,apple
18.074900639915718,123.33066869960884,198.06397137499508,23.83355837210359,91.47688501920308,5.52,128.32523090516986,apple
127.73435123941836,64.77796925650048,28.73479947391135,29.844054732127972,74.964074830444,6.83,107.89729299630687,cotton
85.43163242619754,43.2580986675582,22.379810882215068,30.877032283414763,71.28087047729576,7.22,147.3049775466003,sugarcane
24.89588709883747,31.982644959770212,46.867549608167806,28.705603780065186,48.40584128864314,6.76,58.073544883736766,mango
99.99606886547559,16.31201529890059,38.81230624773273,26.57926180774212,60.11298811145588,6.36,121.68142759291084,coffee
93.51238460653916,68.99252157599221,26.154176525000878,18.472770390305076,64.5116900248424,6.21,81.08306244415421,wheat
30.33245330348972,22.243575151162922,43.35311359142422,28.04075956418247,64.73333705851381,6.56,57.53741036255519,mango
91.5519781891555,18.735450564622585,41.624916101798846,28.134146850706685,58.76606728642867,6.38,153.35544335535795,coffee
104.39270219631813,43.2920859603251,25.95918977947386,19.54377334559961,71.1089270684904,6.15,84.17687959152448,wheat
117.54342383114022,71.61694871181366,45.182697531248124,29.62936679685349,79.3402861533337,5.88,109.85322526162766,banana
107.9833341168105,31.737268444531846,36.446303712601534,29.993658391547527,57.17116614118,6.28,115.97494602339442,coffee
92.06148345458584,41.62501972372221,36.15678485330561,26.259406410475005,88.0619501409862,7.23,112.52079351074723,sugarcane
18.982098374964735,10.0874253342839,37.44266159655551,25.096522083589335,97.72310962930743,5.65,187.36066572552878,coconut
88.89010273572265,56.601096096382236,47.82295265770595,25.551587555736802,85.85448886695193,5.5,207.65567948031355,rice
81.66015543956833,42.35735491465062,22.93846552403192,16.327157540430605,64.18852120653895,7.03,106.0410689376358,wheat
16.03441765109307,126.33114990625846,191.4866174470716,24.33371473705718,81.2743900768215,6.07,72.2429964322678,grapes
20.425371729663535,138.44802533751442,209.54375478264836,21.669714822163254,77.1212539872194,5.97,79.3722763069186,grapes
15.423276279640765,130.10117006692602,192.8895139318921,23.494583181170587,84.05489477491325,5.54,64.39601423923847,grapes
26.34903747440782,16.324894744194488,36.805824431209665,28.034157144568667,96.88582847510467,5.52,137.50650612386664,coconut
96.83978084386302,52.36488568133213,43.224526541395406,28.340290845448145,61.851789733554774,6.71,69.7620301478246,maize
70.94561671443087,47.19585796360031,27.056808106926546,23.515008686563476,62.661586701070505,6.73,62.84893634986842,maize
94.795545025925,89.45602477100027,55.88084402492749,26.467626454781904,88.27012477430026,6.42,115.72350850508889,banana
31.578597823860242,17.179999797259523,27.7030838119274,31.278695148529913,47.466434418320226,6.74,48.62149643570403,mango
28.570784884287516,134.56379240961502,203.29411122283878,24.296801123764105,90.50786071822331,5.85,116.14758239034296,apple
103.8379030944369,40.12562330883873,29.397383674547598,28.418195168014353,70.2697202499903,6.98,80.77215002960448,cotton
84.25927053138825,84.75570614179442,56.527016934962006,26.551531202322913,79.04235075200044,5.86,149.5003831699007,banana
23.08525430130306,129.84190459722552,199.54133055926928,22.30331872355352,91.25879693272724,5.87,123.99841145754645,apple
101.88510570275602,71.22355040306554,49.72512412784661,29.028846554817722,89.25890948896686,6.79,103.70133685073085,banana
92.08289624885079,15.256432990212117,40.91088783853296,25.817171007912393,53.2720284638394,6.24,193.25039530973825,coffee
118.60062381549952,40.81502263676679,16.30409182520984,19.63931376812333,72.730505146539,6.81,84.84687556240031,wheat
17.252142980786235,147.36193358629168,193.8925929440645,29.194660123840407,84.85633620087704,6.38,79.13127857122338,grapes
90.39876938938075,16.695323088526663,41.1525173912595,28.171786758876852,72.8784705101224,6.85,168.31755632398182,coffee
88.20556582282254,46.37929979334141,41.694014790078825,28.048404957241807,59.24321071442308,5.53,98.95512931978934,maize
22.036537941736228,126.97783910891552,202.3377156652163,27.63503275305107,84.91597775529985,6.48,72.70049132283219,grapes
121.41246262186093,50.05624142112618,18.475231862714875,22.120140203307805,70.64945531770205,6.15,66.79118789291613,wheat
64.71004331560565,52.29549426542761,40.48110441374412,24.433424020126346,88.02840776703728,6.66,196.51370174084826,rice
24.297418603086875,34.03160618879739,48.620886325518434,34.79608642542465,60.05254575318374,6.41,61.37071205970526,mango
19.62072275894119,15.931598841730832,42.627828665974874,35.502987365717914,55.85177704539951,7.36,75.41794430533598,mango
98.29792076152384,35.221582127836726,49.94552139204946,26.121855586288746,75.71173248622793,5.94,60.715763883353,maize
89.75785170290708,36.00597304207338,46.39779369742633,26.099669485925524,92.53531273523498,5.68,245.70058437376105,rice
19.231456129786046,144.33468784762516,205.4727329001152,22.179375679486725,79.63829731816632,6.27,66.7465906220683,grapes
117.44364615773947,33.975809953838365,30.360943747572755,28.491727513213455,51.383995423460235,6.54,107.05500637098946,coffee
106.32013304680567,61.947685652659956,16.63259964061179,15.603520839905638,56.17758085025366,6.24,111.02484966145411,wheat
24.00780152811862,27.933455063198103,48.82009620622933,34.94552294421705,46.00032826337811,6.16,68.23268109707337,mango
97.30498632688928,69.26830602579744,27.81944154690664,23.22480563634361,53.31311681854621,7.29,114.59300333593761,wheat
81.30357730206343,36.55470610467281,41.732085563878414,21.075317415511794,76.26749940945535,6.98,205.78830759797785,rice
122.20517784533092,55.9561529951505,32.85151498853266,31.95568900490688,74.56786123361704,7.62,76.34705121683376,cotton
99.95570448133162,43.16598123564778,43.704597801221155,27.679980636321798,76.45058177518072,7.0,72.07482426284339,maize
29.75906240505877,30.345566021072965,47.634329706560685,31.094707418887772,68.82681921555343,7.23,57.79009426143634,mango
31.339369009497524,136.33901813862983,207.59056295306834,24.722439399226218,91.36460863766368,5.67,114.51972250997619,apple
81.49102694672152,51.9281065870641,48.65342304925519,28.658606135539937,76.65253421343272,6.06,195.5566781990109,jute
60.76621942205011,55.67146402431882,38.11839094153581,27.30292862201939,60.860640000287866,6.02,61.50519361056595,maize
19.618807184414674,122.95312647002973,209.588410273552,24.440368272809156,83.70891790467806,5.5,60.42049614439205,grapes
102.51747634846767,41.58295773578808,29.76419135109313,26.579289944340278,65.66304065090264,7.23,72.64290591250555,cotton
92.00550331008304,41.04147302047963,36.36074628183339,25.85213723948562,76.66986373584577,6.76,227.7727910067793,jute
107.47071182388679,85.60248049649752,57.453752891720775,27.93474474523276,77.90990934335096,5.93,120.30984109759889,banana
97.37857621194911,59.94735173461654,30.908999215794584,24.27177819479453,55.866052046386336,6.6,60.66912093312922,wheat
26.627697906730223,142.716389033509,207.12769909890616,24.473338121570066,90.05813300642683,6.47,114.20590488539435,apple
92.73353110230256,65.22614738277768,15.7685269792465,24.017619921354235,61.53693661561835,6.96,96.15477455440478,wheat
86.24104069834242,63.82631987648216,20.51535136502714,23.770905810181887,73.60105234563494,6.22,82.38729235457754,wheat
18.22306760773702,16.890962427162396,37.93360855054743,25.433392805754153,96.8980130264199,5.89,166.6850712554693,coconut
89.904881637987,56.9599076371483,24.278649733766724,24.72005329631537,65.21318181741167,6.52,57.986704942155335,wheat
23.136151930174627,11.711116637765882,34.974990360370946,27.378968958673678,96.6889024394215,6.18,177.91811031219268,coconut
119.08082495545675,63.25703616697168,23.824048407789242,28.276688771588088,64.80040211850091,6.29,106.90320697840656,cotton
78.22627011142852,53.6039779340461,40.54762365962265,21.50496927779009,84.27396809879964,5.71,226.69248894806975,rice
72.58428399555659,43.96340396249809,35.87924695426722,26.32603990746811,74.66792538916253,6.41,116.19846216793313,sugarcane
64.76841771362294,35.911526270640465,36.05487904324435,30.507476973875974,72.94931209070154,6.07,193.7899887142912,jute
70.83770793265461,40.05635451311338,32.84567020561039,20.898007535914,60.3728159259099,6.14,105.3919256941767,maize
114.85087403800469,89.89443488199467,50.12567819012533,29.785896820072345,75.2952482307212,6.6,119.22096243097437,banana
33.16264113121262,143.6218910477636,195.0919297097052,22.32067593599366,90.12328027853447,6.41,115.55222634203727,apple
96.1044575336065,96.70907671340561,50.75923341394459,30.1577178228079,82.13913326321587,5.68,145.67605207422127,banana
82.6128939643012,52.56379957222484,20.203155819241022,22.308209649807296,74.53242726243117,6.38,95.79222210318521,wheat
122.12886729664078,41.45088133146343,31.948288936164673,30.263408109501867,74.70001158574071,6.71,99.98916822228917,cotton
32.71847340833607,145.42834122646948,194.21360794655126,29.364356011749045,75.72682315589815,6.34,63.49091767006993,grapes
84.6495319911566,57.646068008451714,24.619457797722475,21.423255259052276,51.62133986207421,6.87,89.30392115716666,wheat
21.216923110347864,143.8414112740818,206.75434113665145,23.2996214762953,92.58824044508802,5.67,129.35370016552852,apple
17.221048887562187,141.6828609851909,195.35023714707734,32.30089048619381,84.95608711514426,5.58,69.460702501674,grapes
122.71925466847895,54.768335693441045,19.94462148806354,23.707499012725116,61.13263137506664,6.77,75.1463358579836,wheat
97.16912214527416,45.12756736318916,47.652775053312425,21.857948414974583,66.9109246585948,5.84,92.0238021087922,maize
146.63764695301566,40.604135468478695,20.614322993724674,30.861712940559933,71.46296405467538,7.13,93.15136018615738,cotton
23.163808640262943,17.564981247770987,36.86726383144989,25.847333544442197,93.78572023934484,6.47,156.0656408760022,coconut
21.269505798682033,136.6269359999607,207.59444081353487,21.80189060778285,92.13451043661419,6.48,123.51749529037608,apple
29.51517750906551,136.855914040705,200.04117581613357,20.84888469879061,92.90380545976126,5.98,121.8650244136691,apple
96.73533350853086,83.22565338107547,54.51364636466314,30.42134193493188,75.50683726422373,6.39,101.20397964584225,banana
85.27368499783152,59.70340314172882,31.44206321200451,18.804200075075624,69.39029627313319,7.45,64.26365213893824,wheat
121.5686757192855,57.969355245316315,17.298659941191335,15.938572848233562,72.7406704859148,7.0,108.05007595217289,wheat
94.50436917396883,33.67974837025234,28.671592547102918,24.022126879609313,60.16591317212426,6.38,179.46628923978892,coffee
32.86277436758867,128.5608202095594,209.97296818931787,20.017523317655293,90.13814877904207,6.32,105.98388060499155,apple
90.15472330839651,49.44727781735221,47.60899437484643,27.808894167673312,73.92620286746563,5.58,60.343898110982465,maize
20.59188741046464,137.1223122519996,205.4430500961493,33.92013112661831,77.61127144433077,5.83,69.28532840571879,grapes
107.21265712169563,20.494100656142873,42.755030493433765,22.324685697077562,72.84318735016149,6.83,129.75707164408155,coffee
30.513092706520666,20.7629897806675,33.09940266403847,33.78878232390596,59.07995231120403,5.82,58.59579455374998,mango
81.67902171111795,46.58683614234621,18.832043004144776,26.23052123590325,89.72699845888324,6.13,88.07107632373345,sugarcane
34.767797572797264,134.09406227093038,195.12836739150842,33.36844161547201,79.91067949653578,6.1,61.91337420856426,grapes
29.480175843231077,124.64908060145329,208.64288339043495,24.13935189753087,90.81820920663962,6.37,108.16742609111414,apple
27.47484490999082,31.603659332353878,34.01157572873139,31.30421908087967,55.23796200696785,6.25,95.5317592988137,mango
75.16974683150208,50.78770299619106,23.058204158955917,30.159458785254234,75.0698750651438,7.38,143.4160777548385,sugarcane
71.73234443122259,54.32854684796679,37.949013192814476,22.177147118019455,64.29348237265826,5.5,74.9900263782618,maize
15.932718009231808,130.8086934584533,207.4116860396942,20.123318441490053,93.37661763403582,6.43,107.10783584533547,apple
93.41920902968778,35.36733471637385,34.477351216798404,22.04814656122911,55.48319077294003,5.69,80.68213374593176,maize
23.577087226132768,142.7536724192738,197.4360598254907,23.661418587389036,82.29013421292969,5.92,79.6275420865239,grapes
16.78006355965359,28.87984216778551,29.160357107773496,34.86367385961698,51.25141896275383,6.33,61.02821213907568,mango
101.13706381887388,50.32098494397266,36.91679878737268,27.518147020091316,89.62058978230152,6.73,135.54761815601816,sugarcane
98.52890157762445,35.36463424069449,54.397576534152776,20.34527929560461,92.82286227396142,6.06,259.43718368954404,rice
87.88543223567237,51.21597391922039,31.882205336296504,19.874478824239464,70.89850817066777,6.4,68.96780051446206,maize
115.442958683821,91.87101228488483,58.91715092471544,27.32859619874624,82.54814125127315,5.52,90.41745523819748,banana
97.56116975921792,71.34643049418155,58.80170719983943,28.292073558841025,75.43495116503922,6.53,118.9102352145755,banana
19.846212127748956,23.28135651535633,30.818256046751337,31.913490902687855,66.81163808146347,6.92,74.79771883210665,mango
93.84959576890876,56.05695408767787,18.843954205335443,31.214644226567845,85.55755411073754,6.5,105.02593298990658,sugarcane
74.04877549395124,37.34441315642541,37.1532621303731,29.048875804111624,56.00147797626736,5.94,70.37704681028518,maize
118.11425673883079,63.93440946575903,23.71166629625866,23.178342161750216,53.005226384265214,6.82,50.40310623486851,wheat
91.19381580604575,38.20941916480875,50.22055805004056,24.330132629408883,94.25984007717989,5.68,230.60975145071586,rice
16.500271350364834,14.919100266195619,28.290399022092195,28.08870250312499,91.1256626466046,6.45,195.31658511768978,coconut
124.01270832630397,19.25700172076715,38.37506508899627,26.34302505888644,70.82233987218073,6.13,112.97829657226113,coffee
115.51213993116558,49.43050339551245,24.42335797865629,23.216368977104715,61.481629929330346,6.54,84.59487130752099,wheat
83.15025905439997,50.457125525342995,50.62924177509419,29.329495049592065,90.86145632140241,6.08,224.7520636746505,jute
26.407746507350616,33.127084221912924,44.60154449571197,33.22515868412716,52.87641241518998,6.58,45.474690478255326,mango
95.96161808193216,99.39743298347142,48.38822119400364,29.285110612602605,81.4945957475956,5.61,119.27259635988356,banana
141.63058866630655,64.12496694951652,32.7291941201749,22.59617325344659,77.30126382599363,6.28,80.79092840092055,cotton
20.341218804787204,23.802884130758738,44.89933108880753,33.096935693740384,47.764658599098865,6.76,51.204777075839615,mango
15.9186006445818,122.7900799862973,197.8071754719334,22.520884101690214,94.24568318080561,5.74,128.05486032240333,apple
71.72590921044053,61.89007455563359,35.260038470214724,20.684068246835743,79.15772510292055,5.05,194.51483480718377,rice
70.60189149637134,51.801487566543386,36.040475100588935,24.022814348270476,70.09795937377733,7.5,230.2273697147478,jute
115.90035340433417,98.40123745101664,50.962319886339415,26.519982828263704,80.60461227700048,6.0,100.5692347501716,banana
81.074677442982,40.86997999670875,27.00349062327874,27.891931519658698,86.17955499227418,7.1,111.99167665348378,sugarcane
108.15095569074431,47.014384992791925,18.40303181195681,30.349472056944037,84.36726490121379,6.27,71.57376068826491,cotton
114.87095250390868,56.40365229618605,37.40080561805502,29.852807171101983,80.84066690194405,7.34,142.993668034827,sugarcane
83.43102325093852,63.20690724274873,46.509483557517584,23.105359409652173,87.86576436884707,5.92,223.6493431452748,rice
20.13142508639139,11.352883170794705,37.855404806740395,27.609165242474248,91.12556339088597,5.72,163.73609955749046,coconut
103.36572089535449,31.35808353664879,25.767277227114022,28.966377378704905,62.81874749484824,6.4,149.71672807176856,coffee
66.13651529556353,44.16377968448066,42.46706322063663,24.362693995424767,89.96133762627977,7.06,169.03817862970348,jute
77.63290822703918,57.75433166475402,32.90152061379336,25.244268829406334,78.23495335180486,6.17,126.85884449775503,sugarcane
23.18361520118168,9.798481484091992,31.47397361750339,29.656791836032298,91.1687255981847,6.13,171.50679910491823,coconut
29.176187967117478,17.86810681798756,28.449094965087316,25.751729373658833,93.38819273840818,5.69,155.47162755388183,coconut
28.233501214350607,21.22083410113968,33.00027473117659,30.394939150599427,62.00396366897196,5.62,95.74698116147954,mango
95.12124248932781,70.2432459065864,45.13878783653853,28.22396205293579,82.32502369506501,5.53,131.21564500645815,banana
27.525449419002705,17.359740847107243,37.89206525798093,26.98269613782242,97.9273397983561,5.66,147.74848431523364,coconut
24.27895442251652,16.381491653763568,33.15736188374045,26.884966176833174,97.37476399638228,5.54,189.92911542471322,coconut
25.6305643382047,11.908335492672219,36.41308351499702,28.385950469883927,95.58243758795527,6.04,191.96602889478208,coconut
112.7193908430882,87.63083408593937,48.78272972728904,26.426021752943665,80.10577256516324,6.21,107.76393060233683,banana
130.0291598493568,44.98765991049102,24.45553588196803,28.171942271169666,84.24547161584462,7.46,106.1301878546979,cotton
34.84343428896819,139.66781853734517,200.84193018396638,31.48247750607949,83.40077159687723,6.31,60.33078898579753,grapes
90.79184231569457,85.34309218904761,51.60222670836199,28.586999859636595,85.09070417250655,6.08,105.0784612285294,banana
68.19209636224838,54.9499508804806,49.77092106793927,23.57415100628238,79.68057853025518,6.42,180.44904243540304,jute
126.27466309359343,26.74739737151154,26.70804968581748,25.59843192563543,68.90890136859086,6.79,149.45970527637587,coffee
98.11177208261442,50.03533866225796,15.523934170641295,15.241917638913552,70.79242609189434,6.41,86.26551363671709,wheat
110.76097191155054,49.18760862359835,27.47791672583277,20.270414639116517,60.65208459725929,6.2,112.06229506683266,wheat
98.87381205301938,47.81538110258,40.81753708463165,27.224661577903323,91.44644458793722,6.46,169.26763964867004,jute
94.82107865077538,50.785473030459414,38.312601660399544,19.38473570614701,70.14094723308529,5.68,76.8603287782876,maize
34.75965288840522,139.93126232554687,203.6227539814478,20.569967559571133,81.05529274891272,5.98,62.11557813788134,grapes
89.6050648180608,73.02421591417256,48.9031705190363,26.23930306169878,75.42780037257972,6.86,90.4933878833335,banana
90.00964018740538,19.824886720760556,29.16463617216429,24.003863573998107,70.14764606333603,6.28,119.15213220501482,coffee
127.42942075273442,52.082184542404924,26.833398488651127,31.96526308798619,63.38043284282137,7.35,79.80004831928076,cotton
124.50485175919042,50.376323822135724,18.089194944466477,15.254477599057509,66.14555965716211,6.96,73.84229166069042,wheat
133.87190356141474,52.853737115463865,30.435439888733363,30.24471517604549,63.6609064150704,7.67,87.01482658951537,cotton
113.55241080624893,16.78444336114477,33.619661256945164,23.398293720361263,74.67750214810292,6.56,168.74368609408674,coffee
25.59549830513597,21.434740597165558,26.875552222322955,35.956512304019185,65.06689531315718,5.78,86.60609628100437,mango
74.17085308868863,37.63363711203333,30.559032618704258,24.23069484936246,70.19381707739132,5.87,62.88660796125586,maize
113.09195949246893,56.733502521100746,29.61301020478492,19.65205612283718,51.50355856501963,6.84,117.03376991537661,wheat
30.260387956313348,124.21422860980282,204.47210350699126,20.428320970234864,94.73433698747982,5.79,106.79394075032185,apple
100.32561126616095,55.10648789967313,36.197479265407715,29.250024141231975,75.50893359581018,6.03,117.5334595497543,sugarcane
23.851780466489174,17.292798871714137,45.9231082477323,27.276318328559306,65.84976905247741,5.78,93.19384675786912,mango
80.28238586954873,39.698009520383074,26.92429173452185,26.353873741655104,64.5699691109097,6.73,92.97553843203852,maize
106.6513971417742,23.97702731304006,36.98022088427135,22.5738827499794,55.6689654350129,6.93,190.84101072685695,coffee
105.29371591065646,50.646930504596625,25.023932792531234,28.758229251040735,76.45399560743934,6.14,79.76296577155789,cotton
125.8141649598837,57.419356777289025,33.910933220225516,28.72250687294195,72.03194878048092,7.62,107.52664104772045,cotton
29.197908667629072,15.957311978122142,35.196500639772836,34.050345222633325,50.671762908287356,7.09,77.84678398629592,mango
